40.783713,-73.969768
40.78174,-73.970769
40.777463,-73.969353
40.780648,-73.972196
40.777395,-73.97106
40.779626,-73.970913
40.780261,-73.968786
40.77862,-73.971604
40.781709,-73.969057
40.780035,-73.970489
40.779714,-73.97137
40.779427,-73.970939
40.777612,-73.970996
40.775768,-73.975212
40.778797,-73.972031
40.776732,-73.970868
40.779754,-73.970565
40.776991,-73.969179
40.780217,-73.969432
40.782316,-73.970434
40.776226,-73.974004
40.779761,-73.96961
40.779033,-73.969124
40.777595,-73.973866
40.777491,-73.973598
40.779776,-73.970106
40.776205,-73.971914
40.777666,-73.972901
40.777347,-73.970666
40.775879,-73.975606
40.781391,-73.971679
40.779163,-73.968766
40.776061,-73.971655
40.777114,-73.96897
40.77957,-73.969022
40.775807,-73.971829
40.78161,-73.961784
40.779194,-73.965755
40.777634,-73.964235
40.780462,-73.962396
40.779079,-73.962675
40.777713,-73.963622
40.784054,-73.95915
40.779804,-73.963571
40.780198,-73.963707
40.779774,-73.964792
40.779989,-73.967223
40.780902,-73.961606
40.779187,-73.963535
40.775756,-73.965499
40.775773,-73.965103
40.781039,-73.961956
40.780415,-73.963691
40.779126,-73.966397
40.779011,-73.965301
40.779534,-73.963925
40.779905,-73.962999
40.780193,-73.963051
40.779715,-73.964059
40.781819,-73.962297
40.780656,-73.962882
40.778957,-73.963321
40.77889,-73.963033
40.779615,-73.965373
40.779632,-73.962511
40.778799,-73.964615
40.776558,-73.964968
40.782206,-73.962502
40.779423,-73.963728
40.780449,-73.96336
40.78053,-73.962702
40.780657,-73.963433
40.77859,-73.96379
40.779057,-73.96462
40.778188,-73.963597
40.778709,-73.96533
40.778006,-73.963424
40.784244,-73.959008
40.779713,-73.963366
40.778172,-73.964018
40.779173,-73.963858
40.779163,-73.964401
40.776763,-73.967021
40.779827,-73.96264
40.777004,-73.968519
40.779661,-73.962916
40.778175,-73.964637
40.778895,-73.964129
40.7798,-73.962209
40.781687,-73.962819
40.777592,-73.963963
40.779727,-73.964447
40.782824,-73.966503
40.777466,-73.964906
40.777408,-73.963746
40.780225,-73.962206
40.778429,-73.964099
40.781068,-73.964418
40.783294,-73.964879
40.779402,-73.964957
40.777842,-73.968544
40.779289,-73.962419
40.780272,-73.961803
40.780423,-73.962144
40.780708,-73.963194
40.778695,-73.967674
40.780668,-73.962442
40.780516,-73.963113
40.780371,-73.962945
40.779258,-73.963233
40.782354,-73.96284
40.782053,-73.962091
40.778289,-73.963836
40.779551,-73.964257
40.780921,-73.965396
40.779979,-73.963284
40.780443,-73.968648
40.778982,-73.966653
40.779447,-73.96311
40.780282,-73.9627
40.780231,-73.963455
40.777428,-73.964064
40.776668,-73.965599
40.779824,-73.963827
40.779693,-73.966389
40.77867,-73.965031
40.777052,-73.96421
40.782388,-73.967959
40.776453,-73.965608
40.777712,-73.968268
40.772079,-73.970788
40.7703,-73.975935
40.772756,-73.976297
40.76752,-73.971671
40.769119,-73.973843
40.769462,-73.970497
40.767973,-73.970568
40.775166,-73.97264
40.772224,-73.973807
40.77164,-73.971728
40.77482,-73.971159
40.775178,-73.973963
40.773843,-73.970984
40.768129,-73.971169
40.767263,-73.971923
40.772186,-73.971116
40.770735,-73.969027
40.767286,-73.971443
40.767325,-73.979301
40.773657,-73.971117
40.76726,-73.975403
40.770044,-73.978313
40.774727,-73.969296
40.773143,-73.977798
40.769285,-73.970871
40.770573,-73.978448
40.770113,-73.97255
40.774128,-73.970894
40.769856,-73.971986
40.770012,-73.973265
40.76871,-73.97598
40.772951,-73.970879
40.772426,-73.971837
40.769947,-73.969998
40.767575,-73.971166
40.772705,-73.971098
40.775673,-73.97384
40.772949,-73.971376
40.770404,-73.972586
40.774043,-73.97115
40.770179,-73.97677
40.772258,-73.971691
40.774606,-73.971084
40.768442,-73.977179
40.775448,-73.972209
40.772113,-73.973361
40.774848,-73.973227
40.769133,-73.979077
40.772433,-73.9726
40.774598,-73.968942
40.76883,-73.979398
40.770089,-73.975602
40.773178,-73.971732
40.77041,-73.974395
40.767895,-73.971379
40.769874,-73.97101
40.767696,-73.972134
40.768795,-73.977854
40.772518,-73.969957
40.769875,-73.972728
40.771756,-73.970771
40.774324,-73.970831
40.768187,-73.972459
40.772878,-73.975149
40.771032,-73.97352
40.77373,-73.976355
40.768239,-73.971504
40.767809,-73.971758
40.773438,-73.977297
40.77223,-73.968931
40.772458,-73.971141
40.774241,-73.97133
40.774702,-73.972811
40.775377,-73.971347
40.772329,-73.970891
40.773006,-73.969859
40.767609,-73.97806
40.770081,-73.972458
40.774691,-73.971947
40.773332,-73.972007
40.769072,-73.974593
40.770205,-73.979384
40.77241,-73.969608
40.772813,-73.972326
40.775458,-73.974869
40.773026,-73.976687
40.772894,-73.970479
40.774749,-73.974123
40.77081,-73.977693
40.769169,-73.975915
40.769826,-73.975244
40.772677,-73.970674
40.772486,-73.977651
40.768377,-73.970494
40.771893,-73.977229
40.769881,-73.978781
40.773939,-73.970765
40.770609,-73.977969
40.770841,-73.972323
40.775045,-73.973157
40.770633,-73.972119
40.769458,-73.978332
40.767939,-73.97229
40.767458,-73.972535
40.769851,-73.972398
40.774089,-73.973805
40.773397,-73.971117
40.772863,-73.971843
40.769619,-73.97496
40.767849,-73.974241
40.774629,-73.969918
40.773091,-73.971229
40.774257,-73.975332
40.775272,-73.968873
40.773025,-73.974223
40.772909,-73.974634
40.774386,-73.969552
40.770109,-73.971144
40.769321,-73.974903
40.768598,-73.970887
40.769651,-73.973135
40.769442,-73.970176
40.7905,-73.963844
40.764457,-73.973064
40.767067,-73.971628
40.765224,-73.973298
40.794081,-73.961364
40.800019,-73.957828
40.794107,-73.957676
40.794785,-73.958519
