40.765173,-73.974201
40.76674,-73.973212
40.766926,-73.976503
40.765733,-73.973636
40.765153,-73.974612
40.766954,-73.973782
40.766646,-73.972993
40.764974,-73.972932
40.766035,-73.976631
40.765682,-73.97582
40.765398,-73.975006
40.764977,-73.973919
40.766796,-73.975984
40.765325,-73.972448
40.766881,-73.975614
40.766438,-73.97664
40.765439,-73.974522
40.765014,-73.973479
40.766669,-73.975741
40.766033,-73.973272
40.766467,-73.973357
40.764799,-73.973064
40.766147,-73.975779
40.765238,-73.973866
40.766063,-73.97611
40.766958,-73.971923
40.765325,-73.972894
40.765169,-73.972766
40.772135,-73.967793
40.773087,-73.968437
40.774823,-73.966976
40.774474,-73.966428
40.773145,-73.967804
40.773691,-73.966818
40.774678,-73.966555
40.775745,-73.968471
40.775051,-73.965668
40.775403,-73.965434
40.775395,-73.967277
40.775043,-73.966537
40.775157,-73.968467
40.772927,-73.967336
40.774468,-73.967766
40.772442,-73.967417
40.773943,-73.966708
40.768212,-73.980909
40.797984,-73.959613
40.794982,-73.959863
40.794442,-73.959944
40.794578,-73.960689
40.793444,-73.960847
40.796913,-73.958912
40.794701,-73.961933
40.793355,-73.958193
40.793327,-73.954034
40.793137,-73.95264
40.798551,-73.956331
40.792787,-73.95722
40.794771,-73.953178
40.797765,-73.952569
40.794447,-73.951816
40.794058,-73.952417
40.795125,-73.952465
40.794385,-73.953965
40.794263,-73.951941
40.796794,-73.950499
40.794247,-73.953218
40.794458,-73.957338
40.794832,-73.952198
40.795234,-73.954152
40.796757,-73.954116
40.795738,-73.955306
40.7975,-73.951641
40.79526,-73.952159
40.793904,-73.952803
40.796501,-73.952923
40.794149,-73.952874
40.797052,-73.951249
40.793974,-73.953253
40.793759,-73.954136
40.796303,-73.950167
40.798207,-73.955685
40.798224,-73.957405
40.795795,-73.950469
40.785452,-73.958483
40.784558,-73.968359
40.788911,-73.961437
40.790895,-73.960624
40.789361,-73.961836
40.788316,-73.96661
40.784618,-73.958913
40.787121,-73.957803
40.788593,-73.966261
40.788918,-73.962067
40.785012,-73.958839
40.784552,-73.966197
40.788944,-73.961025
40.784275,-73.968474
40.78448,-73.965873
40.789217,-73.958608
40.789561,-73.965366
40.790994,-73.959104
40.789425,-73.963949
40.789051,-73.95558
40.790416,-73.95636
40.790048,-73.954846
40.789442,-73.955077
40.789908,-73.955981
40.789173,-73.956048
40.787657,-73.956447
40.790766,-73.954955
40.789435,-73.956521
40.788739,-73.956158
40.790591,-73.956127
40.788315,-73.956052
40.790601,-73.954386
40.789259,-73.956307
40.790884,-73.955205
40.791024,-73.955582
40.780437,-73.969189
40.778155,-73.973051
40.77679,-73.968756
40.779734,-73.971964
40.778414,-73.971329
40.777074,-73.971415
40.781521,-73.97027
40.781209,-73.970614
40.782044,-73.971156
40.777581,-73.968826
40.779359,-73.96899
40.776989,-73.969749
40.776917,-73.971584
40.77898,-73.971818
